Ulasan_clean,rating,label
goooooooooooooooooooooooooooooooooooooooood,5,1
terimakash produk nya bagus dan respon cepat,5,1
"Respond cepat, pengiriman cepat dan package OK",5,1
Mantab respon nya... Pertahankan gan...,4,1
harga bersainggg ... pelayanan bagusss,5,1
"pengirinan cepat,barang fungsi sempurna..thanks gan, sorry telat testinya",5,1
untuk respon cepat juga.....juga,5,1
"Terima kasih barang sesuai deskripsi, :)",5,1
"Order hari ini dikirim hari ini kek make gosend/grab padahal beda kota, FAST RESPOND! Barangnya sesuai digambar. Thank you.",5,1
"cepet, belum di tes sih, mantap lah",4,1
"Respon cepat dan produk baik sesuai deskripsi, tq",5,1
siiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiipppppppppppppppppppppp....................,3,0
Barang sesuai dengan orderan.,5,1
Barang sudah diterima. Trims.,4,1
Harga Terjangkau dan Berkualitas,5,1
Makasih barang udah sampai sangat memuaskan,5,1
Barsng sudah diterima dan sesuai gambar ..... OK,5,1
Terimakasih barang udh dipake dan semoga awet,5,1
Terima kasih pesenan saya sudah sampai tepat waktu .,5,1
cepat sampai dan barang sesuai pesanan,5,1
barang sudah diterima. tks bos. tks toped,5,1
barang sesuai dengan gambar ... overall ok banget,5,1
Sesuai pesanan..........pengiriman cepat,5,1
"Barang sudah diterima dengan baik, packing rapih pelayanan cepat",5,1
"cepat mantap soul , barang oke mulus",5,1
"Barangnya sudah sampai gan, maaf review nya agak telat",5,1
Trims atas pelayanannya.,5,1
"barang cepat sampai, pakenya gampang tinggal colok aja gausah ribet setting sana sini
mantap jaya mantap jiwa!",5,1
Jozz sipppppppppppp mntep gan ok,4,1
"Maaf gan baru tulis ulasan,baru plng k rumah,terima kasih ya",3,0
barang udah sampai terima kasih,5,1
barang mendarat dengan selamat.. packing rapih.. recomend deh..,5,1
"Responsif, barang dalam kondisi baik, pengiriman cepat diproses",5,1
barang sdh diterima dgn baik tapi belum di coba pemakaian nya,4,1
"barang sudah diterima sesuai pesanan, terima kasih",5,1
Thanks barang udah sampe..respon cepat..barang oke...sukses gan,5,1
Mksihhh barang sudah sampai,5,1
Thank You .... Nextime Order 🙏,5,1
Biarkan bintang berbicara..packing rapih..tq,5,1
Biar bintang berbicara,5,1
ni bli yg k2 x... barang bagus sablonan okraiyyyy cuma sayang warna&#39;y gk komplit... tp puas si,5,1
Sudah diterima.......terimakasih ya,4,1
Mantap proses cepat dan akurat semoga makin sukses aamiin,5,1
"Ukuran dan warna sesuai yg diminta, pengiriman cepat, bahan nyaman dipakai",5,1
"Thanks, barangnya sudah nyampe.",5,1
"Pengiriman sangat baik,produk sangat baik 👍🏻",5,1
"Bagus sesuai gambar, dibungkus rapi dan pengiriman cepat",5,1
"Kualitas paten, harga murah, pengiriman cepat. Recom seller",5,1
"Pembelian kesekian kali, pengiriman makin cepat dan kualitas tetap terjaga",5,1
Mannntttaaaappppppppppp,4,1
produk baik...lentur....semoga baik performa nya....toko juga cepat pelayanan nya,5,1
"Puass deh belanja disini, produk sesuai &amp; bagus",5,1
"Fast respon, barang cepat sampai sesuai pesanan.",5,1
"Respon penjual sangat baik, pengiriman cepat. Barangnya bagus dan bekerja dengan baik.
Harga juga sangat bersaing!",5,1
"barang dah sampe, hanya RJ45 lepas/ putus 1 klik nya. sehingga kami harus crimping. thanks.",4,1
Mantab......................,5,1
Produk sesuai gambar..cepat respon..,5,1
Barang sesuai deskripsi,5,1
manta pengirimannya cepat packingnya nya juga rapih enak banget liatnya,5,1
Ok...................................,5,1
Sipppppppppppppp...........,5,1
Mantap banget gan kualitas nya,5,1
barang bagus terima kasih pengantaran cepat,5,1
Barang bagus cepet nyampe,5,1
Cepat datang dan sesuai spesifikasi,4,1
"Barang sudah d terima dgn baik, respon seller cepat. Thx
Update: tidak bs koneks antar router dan leptop, setelah sy coba dgn buat sndiri kabel lan cat 5 problem solved. Ksimpupannya, kabel tdk bs d pakai.",5,1
kualitas mengikuti harga,5,1
Sesuai deskripsi tidak ada masalah,5,1
"Bagus, cukup memuaskan",5,1
barang sudah sampai.....cuma kecewa dikit....bungkusan kabel bekas digigit tikus.....tp gpp yah namanya juga barang murah....good jobs,3,0
Sorry for late confirm. GREAT!!!,5,1
rekomended ... respon dan proses cepat...,5,1
..........................................................................,5,1
pesanan diterima sesuai deskripsi,5,1
"Sesuai dengan deskripsi, seller fast respon , nice lah",5,1
Barang sesuai pesanan,5,1
respon sangat cepat dan barang memuaskan,5,1
kabelnya lumayan Cuman kurang cocok untuk ap outdoor,1,0
"Good, bagus kualitasnya, rekomendasi",5,1
kualitas blm bisa memastikan. krn bru kepasang. tapi akurasi sangat memuaskan krna cepet bgt dan resfonnya jg cepat. terimakasih juragan.,4,1
"panjang, cepat sampai, belum di coba , semoga baik baik saja",5,1
"thanks...
semoga awet",4,1
pengiriman cepat sampai,5,1
penjual merespon dengan baik..................,4,1
"Terima kasih , paket sudah diterima dengan baik",5,1
bagus.  saya puas dengan pelayanan  dan barangnya,5,1
barang cepat sampai sesuai pesanan mantab,5,1
Sesuai deskripsi....packing rapi dan sgt recommend...tks,5,1
"barang sudah diterima sesuai pesanan, terima kasih",5,1
gjhjknmnjjm ...............m......,4,1
Ini order ke 2..tepat waktu kualitas barang bagus,5,1
produk sesuai.....respon cepat......,5,1
"paket sampe dg aman sih , belom di test semoga barang baik&#34; saja ... dan saya minta penjelasan soal ongkir",4,1
"Fast respon, barang cepat sampai sesuai pesanan.",5,1
"Barang sampai sesuai estimasi, belum sempat buka dan tes. Semoga normal dan dapat berfungsi dengan baik semua",5,1
Produk sesuai deskripsi. Sudah di test mantap bekerja dengan baik. Pengiriman cepat. Recommended seller,5,1
"Kabel LAN sudah diterima, pengiriman cepat. 
Barang pesan 3, diterima 2 sesuai gambar, 1 kabelnya putih.
Sudah dicoba bisa digunakan.
Sukses terus, Terima kasih.",4,1
"Respon cepat, barang sesuai pesanan, belum dicoba, semoga awet, recommended seller",5,1
Barang + packing mantap,5,1
Cepat dan tepat sasaran 👍👍,5,1
"Belum di test. mudah2an bisa dipake....
Terimakasih................................................",5,1
Kualitas cukup ok dengan harga yang murah. Penjual sangat cepat merespon dan mengirimkan pesanan. Mantap.,5,1
"Barang sudah diterima dg selamat.. pokoknya ga nyesel belanja di agan ini.. uda yg kesekian kalinya blanja di mari selalu memuaskan.. fast respon bgt dah dan ramah.. thanks yaa gan,, sukses terus usahanya..",5,1
"Barang sesuai deskripsi bos ku.
Terimakasih",3,0
"sudah diterima , respon baik . namun belum dites",5,1
Sudah diterima... aman ...,5,1
Packing rapi dan pengiriman cepat,5,1
Barang sesuai pesanan,5,1
mantap sangat cepat proses nya,5,1
"kabel buat lan sering disconnet atau unplaged melulu,,,,,,,,",3,0
Barang sdh diterima dgn baik,4,1
Berfungsi dengan baik,5,1
Barang sudah sampai dgn selamat,4,1
Mantep.. pengiriman cepat sesuai yang dijanjikan.. Siap2 repeat order..,5,1
Barang bagus walaupun saya harus ke toko buat retur tapi overall sukses terus buat multikomputer,5,1
"respon cepat, barang bagus",5,1
"barang sampai dengan selamat, sukses trus gan",5,1
jxjdjsndd djdd dkd dkd fjf fjf fjf djd fkfn dod did did dis djd,5,1
Barang sdh di terima sesuai pesanan,4,1
"Thanks gan, berfungsi dgn baik",4,1
"pesan hari ini, barang nympe juga hari ini, bagus recomended seller",5,1
Thankss..... mantab....,5,1
"barang mantap, fast respon",5,1
"barang sudah di terima dengan baik,..mudaha2an cepet bisa dijual,...trims",5,1
Thanks barang udah sampe..respon cepat..barang oke...sukses gan,5,1
brg yg diterima ga sesuai deskripsi. di keterangan tulisnya warna biru. dikshnya warna kuning. tp bs dipk sih..,4,1
"barang udah di tes dan berjalan mulus, packing rapi...",5,1
Sesuai deskripsi. Produk bekerja dengan baik.,5,1
ini jg josssss bangetttt,5,1
"barang di terima dalam packet bagus dan wkt penganteran cepat...
saatnya di coba dl ya...Tks",5,1
bekerja baik.......semoga awet..thanks,5,1
"Pengiriman cepat, kabel berfungsi dgn baik",5,1
luar biasa barang cepat diterima. penjualnya sangat mengerti barang dan sangat membantu menjawab pertanyaan pertanyaan,5,1
mantappp... barang ok cepat sampai,4,1
"mantap,barang sudah sampai dan sesuai pesanan",5,1
berfungsi dgn baik bang. thx alot,5,1
barang sesuai dengan pesanan,5,1
Packing kurang memadai,3,0
"Murah boleh lah tapi jangan kedekut, kasih dus buat packing nya jadi barang ga ancur macam nih.",1,0
Thanks Barangnya sudah diterima,5,1
"Toko kampret..,, pengiriman sangat cepat dan kualitas barang terbaik... Memang kampret",4,1
terima kasih paket sudah terima,4,1
"Paking ga pake babelwraap,barang ga sesuai pesanan,ada 1 dus genius isi logitec ,wrna juga ga sesuai...parah,jadi ragu ori bukan barangnya,ga sesuai deskripsi",1,0
"Berfungsi semua,,,,, mantab",5,1
"Barang ok, tp blm dicoba. Semoga aman.",4,1
Terima kasih Bos Barang sudah di terima,5,1
"barang sudah sampai, pengiriman cepat banget, terimakasih",5,1
"lumayan lh buat harga segitu, tapi salah warna tadi, pesen hitam malah biru, mungkin stock warnanya kosong, recomended dh",5,1
BARANG SUDAH DITERIMA BAIK SESUAI,4,1
"Mouse diterima dalam kondisi baik, thanks gan",4,1
"Barang sudah diterima, Thanks gan",5,1
barang sudah mendarat dengan sukses dengan packing  rapi dan berfungsi baik.... suksess !!,5,1
Sudah sampai gan...........,5,1
"Produk bagus, harga murah. Recommended Seller.",5,1
Kualitas bgs pengiriman cepat,5,1
Responnya........ cepat........ Tq .....,5,1
"mantaaaaaaaaaaaaappppppppppppppppppppp, cuma sayang warna putihnya kosong",5,1
"Terima Kasih gan, Barangnya sudah diterima",5,1
produk asli. lancar respon cepat,4,1
maaf terlambat ulasannya. barang sudah diterima dgn sangat baik,5,1
"Paket sudah saya terima , sudah saya coba, bagus , masalah awetnya saya belum tahu , tapi penampilan it&#39;s okelah , terimakasih banyak ya ...",4,1
"Produknya oke, ternyata kabelnya kecil",4,1
Trimakasih.  Barang oke.  Pengiriman cepat.  Respons cepat,5,1
"barang sudah diterima dgn baik, sudah ditest lancar.... makasih",5,1
barang sudah sampai dengan selamat,5,1
"Thank ya gan,  barang sudah diterima dengan baik",5,1
Ok mksh gan.................,5,1
"Barang sudah sampai dengan baik dan selamat, packing rapi dan aman (ada plastik pletak pletoknya) hehe barang langsung di coba dan berfungsi dengan baik. terima kasih semoga lancar terus usahanya.",5,1
Fast response. Great 👍,5,1
"Barang sudah datang, langsung dicoba buat masteran, masteran ikan cupang.

Suara enak, bassnya lebih ke bass kick, dari pada bass gitar.
Overall good. Respon dan Pengiriman cepat.",5,1
brgnya oke bgt... tanpa cacat. bass oke.,5,1
"Barang sesuai deskripsi,,, udah di tes, suara kece badai...!!! 
Mudah²an awet.",5,1
Suaranya mantep... 300rb tapi bener2 price per performance!!!,5,1
barang oke! terimakasihhhh,5,1
"kepuasan saya memaksa saya memberikan 5 bintang dari respon dan kecepatan pengiriman salut bahkan terkirim dalam hitungan jam.
tidak perlu di ragukan dalam hal suara dari sonic gear, dari kejernihan suara yang di hasilkan. sukses terus untuk multi komputer 👍",5,1
"Barang berfungsi baik, cuma kualitas suara kurang begitu bagus. Sesuai harga lah ...",4,1
"Barang sdh sampai, respon penjual cepat, memuaskan, mantapppp",5,1
Bagus..............................................................,5,1
Belum di coba. Tapi aman lah. Tks,5,1
Barang sudah sampe langsung colok mantap tp kardus nya bolong mohon lain kali di perhatikan kemasan nya,4,1
"Kesesuaian dengan deskripsi, fungsional produk dan rekomendasi produk baik sekali",5,1
Barang dah mendarat d tujuan gan..biar bintang ja yg bicara..👍👍👍👍👍👍 senang belanja d toko agan...☺☺☺☺...,5,1
Josssssssssssssssssss,5,1
Mantap sesuai pesanan......😊😊😊,5,1
Barang sesuai deskripsi,5,1
Bagus idup berfungsi semua dan fast respon,5,1
"Respon penjualnya cepat, barangnya wokeh bgt",5,1
Boleh lah speaker ekonomis kualitas joss,4,1
"berfungsi dengan baik, sesuai gambar, tidak mengecewakan, fast respon",5,1
Kedua kalinya beli produk ini di sini top bgt deh,5,1
Bintang yg berbicara makasih ya,5,1
"Barang sudah diterima, harga murah, kualitas oke, fitur banyak",5,1
"Produk sangat bagus, seller top banget",5,1
"bass nya mantap, semua berfungsi baik.",5,1
Suara mantap. Kualitas bagus,5,1
Paking rapi aman dan cepat mudah2an awet ya thanks gan,4,1
Fast respond recommended seller,5,1
Produk bagus sesuai dgn spesifikasi. Suara speaker mantab boleh juga. Bass cukup menggelegar. Tidak diragukan. Sukses selalu :),5,1
"Thanks bang...barang sudah diterima dlm kondisi baik,semua fungsi normal,pengiriman juga cepat. Sukses sll...",5,1
"Respon cepat sekali...gojeknya jg top..puas sekali,pertahankan",5,1
pengiriman cepat. sesuai pesanan. terima kasih,5,1
Pengiriman cepatt..bintang berbicara..tapi blm sempet buka barangnya,5,1
"Barang sesuai ekspektasi,  tapi kasihan go send yg antar kehujanan lebat dan packingnya kurang mendukung untuk supaya tidak kehujanan

Dus atasnya kena air dan hancur sedikit kena air tapi dalemnya untungnya gpp dan ga kena air. 

Overall mantap cuma next time kalo musim hujan plastiknya dilapis dua om.",4,1
diterima dengan baik sesuai pesanan,5,1
Barang PAPU (panten punya). Sesuai dgn harga gk nyesel beli. Wajib dicba. Seller fast respon bgt. Mantap dahh,5,1
"Pengiriman cepat, barang mantaapps .... recommended seller ...",5,1
Kiriman cepat. Sesuai. Brg berfungai dengan baik. Thx,5,1
harga oke kualitas oke,5,1
"recomended seller, trima kasih smoga barang awet n jdi pelanggan tetap",4,1
hraga sesuai kualitas... good packing,5,1
"Barang oke yg pasti sesuai, respon penjual cepat. thanks ya",5,1
"the package has arrive, in good condition...thanks for it. see yaa",5,1
"Fast respond, packing rapih dan pengiriman cepat :)",5,1
"Barang sampai dengan selamat. Packing baik dan lumayan rapi. Walaupun produk tahun 2015, tp suara sangat worth it dengan harga segini.",5,1
barang nya bagusssssssssss mantapppp pokonya belanja dsni,5,1
"mantap barangnya, bagus and murah, cepat respond nya. good sound and design...",5,1
fast response ... good,5,1
"Respon cepat n pengiriman sesuai janji. Suara sangat bagus dibanding harganya, yang sudah bluetooth, radio n usb. Semoga sukses jualannya.",5,1
"Barang sudah diterima,  dan sesuai seperti di gambar, recommended seller",5,1
Good job... sesuai pesanan,5,1
"produk mantap, pengiriman cepat, fast responce",5,1
barang sesuai pesanan oke......,4,1
lumayan bagus ...g nyesel...,4,1
"pengiriman cepat, packing aman, kondisi barang oke, kualitas suara bagus...semoga awet, makasih, recommended lah...",5,1
Sudah saya terima gan makasih .,5,1
"suara mantap, packing bagus, respon cepat, berfungsi dengan baik, mantap dehh pokoknya",5,1
"barang bagus ,............................",4,1
"barang ok punya, suara dan basnya mantep!",5,1
............. mantap ..........,5,1
"Barang ok, suara ganas , harga murah tapi kualitas MANTAP. packing ok dan pengiriman cepat",5,1
okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,1
penjualnya sangat responsive. butuh banget barangnya. dengan cepat penjualnya memproses orderannya. makasih gan. sukses selalu.,5,1
mantap pokoknya... ini pembelian kedua,5,1
"Untuk harga dibawah 300an, barang cukup memuaskan. yang penting bisa dengerin radio dengan kualitas suara yang acceptable",5,1
barang udah sampe trims,3,0
"Mantap. Order malem, jam 10 pagi udh dapet konfirmasi dr kurir, jam stgh 3 barang udh sampe di rumah.

Kualitas oke, ketepatan barang juga oke. Test drive suara mantab buat ukuran speaker 2.1 bugdet rendah",5,1
suara mantap luar biasa... bleutooth oke.... penjual ramah dan mengerti tentang barang.... pokok rekomended.....,5,1
"notanya mana gan ? , selebihnya mantab",5,1
Paket sdh diterima.. cmn blm di buka.. semoga awet.. trims,5,1
"mantaps paketnya ya, rapi dan aman selamat sampai tujuan. Sudah di tes memang juara gan soundnya. thanks",5,1
suara manteb oke mksh dan cpt sampai k tujuan,4,1
mantaaap... ngeriii brooo suaraaanyeeee...,5,1
ok. pengiriman cepat.. ........,5,1
"Produknya gak support HP punya sy, tampilannya gak muncul di layar...",3,0
"Terima kasih, Barang sudah sampai, pengiriman cepat, respon baik,  sayang tidak sesuai deskripsi, harusnya ada tambahan adapter kecil usb ke micro, dan setelah dicoba ternyata tidak bisa digunakan dgn samsung a7 2018, mungkin tidak support entah tv nya atau handphone nya",3,0
"Terima kasih agan, barang pesanan saya sudah diterima dengan baik.",5,1
barang di kemas dgn sgt rapi &amp; sesuai orderan.terima kasih,5,1
"Berfungsi dgn baik, sesuai deskripsi",5,1
Thanks ya gan......................,5,1
Belum sempat d coba tp masih d segel semua,4,1
Barang blum dicoba.. packagingnya rapi dan sesua deskripsi Trimakasih,5,1
barang sesuai...delivery cepat....tq,5,1
barang sudah sampai dan kami coba sukses sesuai keinginan,5,1
Sesuai pesanan dan respon cepat,5,1
Saya senang dipaketkan dengan rapi dan pengiriman ya cepat... RECOMMENDED,5,1
Okkkkkkkkkkkkkkkkkkkkkkkkk,4,1
"Bagus sesuai gambar, dibungkus rapi dan pengiriman cepat",5,1
"Sesuai expestasi bos, barang mantap",5,1
"Sesuai expestasi bos, barang mantap",4,1
Mantap bos....... barang sudah diterima dengan baik,5,1
Mantap bos kualitas sangat baik,5,1
"Seneng banget, customer happy....",5,1
"Mantap dan luar biasa bos, reseller ku suka....",5,1
"Mantap bos, sudah terima, bahan bagus banget... rekomended lah",5,1
mantab ukuran pas bahan nyaman👍,5,1
Barang sudah sampai super cepat sekali.. barang sesuai pesanan terima kasih gan,5,1
"Barang sesuai pesanan pengiriman cepat, barang bagus makasi gan",5,1
Sialaaannn.....keren banget..bintang berbicara,5,1
Mantap bos....... barang sudah diterima dengan baik,5,1
Mantap bos kualitas sangat baik,5,1
"Seneng banget, customer happy....",5,1
"Mantap dan luar biasa bos, reseller ku suka....",5,1
MANTAP BOS SESUAI PESANAN....,5,1
Barang bagus gan makasih,5,1
Sialaaannn....keren banget.bintang berbicara,5,1
Barang sesuai diskripsi dan pengiriman cepat. Tq,5,1
"Sesuai produk
Best seller",5,1
"Mantap bos, pelanggan saya suka, bahannya halus katanya...",5,1
Ukuran dan warna sesuai dengan foto dan deskripsi produk yang dijual,5,1
"Kualitas paten, harga murah, pengiriman cepat. Recom seller",5,1
👍🏻👍🏻👍🏻👍🏻👍🏻,5,1
Mantappppppppppppppppppppp,5,1
respon cepat.pengiriman barang sesuai perkiraan.kualitas sesuai lah dengan harga.,3,0
